CUSTID,性別,地区,アクセサリ合計金額,インナーウエア合計金額,バッグ合計金額,化粧品合計金額,衣服合計金額,靴合計金額,食品合計金額,合計金額
105344,"M","東区",0,10318,0,6905,0,0,1740,18963
105345,"F","西区",3819,0,27420,5250,1254,6680,4780,49203
105348,"F","北区",0,3620,0,8746,12790,1710,0,26866
105350,"M","西区",0,12015,20052,16825,1557,0,3610,54059
105352,"M","東区",0,5310,0,25808,14810,0,0,45928
105353,"F","北区",20715,23433,6460,6980,29135,15610,31538,133871
105355,"M","東区",0,0,47887,18329,31999,41686,49540,189441
105356,"M","北区",0,12062,12390,8107,15900,7950,6780,63189
105357,"M","東区",0,38747,0,19327,40505,6980,5076,110635
105358,"F","東区",4464,36276,10133,23022,92419,46217,7506,220037
105360,"M","北区",0,72655,22800,55540,145950,40820,34560,372325
105361,"F","西区",13500,31967,4310,363107,10784,53577,12835,490080
105366,"M","西区",68928,0,0,36537,33820,19077,0,158362
105367,"F","北区",0,6864,74020,56307,57550,27045,6115,227901
105368,"M","東区",1788,55083,3215,169754,326690,0,3711,560241
105371,"F","東区",4062,9440,0,4320,3760,0,0,21582
105372,"F","西区",0,9180,2700,14752,0,0,0,26632
105376,"M","東区",5976,3672,341494,77592,15820,56720,308820,810094
105377,"F","西区",11384,0,3360,13530,11760,1500,5320,46854
105379,"M","西区",0,4000,80640,24670,33066,11236,0,153612
105382,"M","西区",51825,33575,10100,11822,19264,0,125650,252236
105384,"F","東区",0,0,0,0,14310,10350,2490,27150
105385,"M","北区",0,0,1828,0,7562,7250,11160,27800
105386,"F","西区",0,0,21850,44040,11323,11700,56656,145569
105389,"F","東区",0,56916,8948,10240,15720,5463,3696,100983
105390,"F","北区",2520,3550,1395,9863,6295,7680,0,31303
105391,"M","西区",5985,22661,8700,72587,8520,19470,23406,161329
105395,"M","西区",0,74345,285320,183741,47532,58980,96149,746067
105396,"M","西区",8408,81760,32332,60140,51171,41079,30586,305476
105397,"F","東区",0,0,0,10499,3880,8705,0,23084
105400,"M","東区",0,19400,0,37478,37460,0,0,94338
105402,"M","東区",3290,5280,0,3630,26326,1439,2900,42865
105406,"M","東区",0,29721,0,16680,2700,21330,2550,72981
105407,"M","北区",0,2244,3985,42147,16531,17331,2395,84633
105408,"M","北区",0,13700,0,8040,14784,1240,5908,43672
105409,"F","西区",0,2912,2697,0,1089,22880,16580,46158
105411,"F","東区",3762,56095,0,1430,21700,0,0,82987
105413,"M","北区",0,2580,0,6800,24705,153440,37800,225325
105414,"F","東区",0,39515,19760,69281,8820,11520,15978,164874
105415,"F","北区",0,0,1297,3040,19800,8560,0,32697
105419,"M","東区",5100,21100,0,5400,13025,6750,0,51375
105420,"M","東区",3290,45302,6350,85610,16990,2880,0,160422
105422,"M","北区",0,23370,5785,19166,18035,2050,38910,107316
105423,"M","東区",1742,46560,21147,42589,19407,3450,24840,159735
105427,"M","東区",23224,89311,42145,149416,19550,56083,34700,414429
105429,"M","東区",0,14030,0,15852,4500,8800,33999,77181
105431,"M","北区",0,37260,35620,46800,94330,26520,12095,252625
105432,"M","東区",0,0,0,40480,0,0,17000,57480
105433,"M","東区",0,17001,1454,60935,20784,0,11100,111274
105435,"M","東区",0,0,0,6198,0,5326,0,11524
105436,"M","西区",20296,19905,26268,22620,105304,27777,8445,230615
105439,"F","西区",0,1800,14620,9070,12610,9355,6943,54398
105440,"F","北区",28288,57262,3278,0,43936,28560,4662,165986
105441,"F","東区",25350,2737,10617,45484,12118,30610,2380,129296
105443,"M","北区",5005,21277,0,6132,0,0,0,32414
105444,"F","西区",7190,44587,16467,50430,1456,7970,23834,151934
105447,"F","東区",3060,1650,175655,12688,20477,1600,0,215130
105448,"M","北区",3875,0,48055,0,64950,1440,0,118320
105451,"F","北区",0,57052,1840,58260,44150,16512,0,177814
105452,"F","西区",0,0,0,0,131600,0,0,131600
105453,"F","北区",45040,1123,3800,65118,29409,4910,8360,157760
105456,"F","東区",10838,27822,15705,20822,39774,32366,94315,241642
105458,"M","東区",0,4240,0,6820,20565,0,6692,38317
105460,"F","西区",0,5065,0,6998,33655,9663,2740,58121
105461,"F","北区",13596,11678,33638,107321,154096,13391,84464,418184
105462,"F","西区",118370,1230,5390,15701,11880,0,0,152571
105464,"M","東区",5985,35030,5785,31000,4580,0,1344,83724
105465,"F","東区",0,25230,0,4976,11402,1980,0,43588
105468,"M","西区",13308,33048,287980,11638,15500,2316,109190,472980
105469,"F","西区",0,40722,0,0,54984,0,0,95706
105471,"M","東区",0,0,0,18590,52770,0,0,71360
105472,"F","北区",0,0,7945,39190,72440,18120,10500,148195
105473,,"北区",0,39960,0,0,0,0,0,39960
105474,"M","西区",1890,14625,0,6860,1480,5600,12414,42869
105476,"F","北区",0,22655,35925,47498,3390,0,0,109468
105477,"F","北区",40993,16742,22402,39518,21942,21080,10963,173640
105479,"M","北区",0,13872,0,52731,35339,133080,0,235022
105481,"M","西区",0,1755,0,28096,0,33666,25500,89017
105484,"F","北区",4240,4470,5971,45764,35114,26498,8431,130488
105485,"F","東区",0,0,1725,16732,8710,24040,8910,60117
105487,"M","東区",0,105706,19666,54723,2258,9474,150688,342515
105488,"M","東区",0,0,0,11382,15300,0,3260,29942
105489,"F","西区",0,0,35397,3705,66466,25950,0,131518
105493,"M","西区",8030,0,2200,2740,31717,0,0,44687
105494,"F","北区",0,0,38100,0,0,0,0,38100
105495,"F","北区",6800,7594,0,3280,3840,15140,15120,51774
105497,"M","西区",0,0,3071,7405,7260,14190,0,31926
105498,"F","北区",85051,29662,27216,84842,249626,69632,152331,698360
105505,"M","北区",7367,8071,21378,1180,0,0,0,37996
105508,"F","北区",20085,1702,1881,14660,13607,3610,0,55545
105514,"M","西区",0,342557,172488,97494,102335,48865,123234,886973
105515,"M","東区",0,20000,8250,70636,0,14200,0,113086
105516,"M","西区",3353,80417,9430,35480,10707,22028,15883,177298
105517,"M","西区",6580,19033,2320,6528,0,16720,11566,62747
105519,"F","北区",0,0,41607,0,11800,0,0,53407
105520,"F","東区",0,35178,0,50790,9960,3690,0,99618
105521,"F","東区",1490,10219,18165,19581,21720,0,21270,92445
105523,"M","北区",2859,9089,0,21352,53179,10730,20785,117994
105524,"M","東区",0,0,9400,26830,0,4140,10052,50422
105525,"F","北区",0,6500,13600,0,39360,0,0,59460
105529,"F","東区",0,25186,43930,66245,42202,33982,41940,253485
105530,"F","西区",0,27270,0,60705,29000,34720,0,151695
105533,"F","東区",0,6431,0,20783,16385,37410,32074,113083
105539,"F","北区",54680,362896,72051,510128,516852,540225,327806,2384638
105541,"M","東区",2980,26457,20363,21726,19580,18586,3215,112907
105544,"M","東区",0,4430,0,1980,5209,2196,2645,16460
105545,"M","東区",2166,0,1781,162503,0,8745,15280,190475
105547,"M","西区",25815,6326,10501,138702,11800,19878,0,213022
105549,"M","東区",0,0,4989,493917,1026976,27466,41132,1594480
105551,,"北区",0,0,55720,13320,18870,20870,0,108780
105552,"M","西区",5000,50263,45088,89217,46521,24980,27866,288935
105553,"F","西区",58671,287625,0,3480,100179,32705,33060,515720
105556,"M","北区",41446,,59685,113716,48128,110750,113653,836929
105557,"M","東区",0,44436,54410,79058,38400,8940,0,225244
105559,"F","北区",0,0,10371,4505,0,1046,0,15922
105560,"F","北区",0,10185,0,24780,41400,65502,3652,145519
105562,"F","東区",27420,35356,371530,70988,29720,7357,0,542371
105565,"M","西区",0,,30758,27410,0,0,12949,71117
105566,"M","北区",14490,59386,2100,38898,12798,0,22476,150148
105568,"F","東区",0,29490,0,60104,13160,0,21500,124254
105569,"F",,0,75394,0,11000,70323,10800,0,167517
105570,"M","北区",13062,12769,15043,105045,21120,3304,2390,172733
105571,"F","東区",0,0,0,40119,5681,3221,3097,52118
105576,"M","東区",0,43122,21381,136128,5088,13491,74769,293979
105577,"M","西区",10548,0,0,4640,27530,3800,0,46518
105578,"F","東区",0,0,5760,3200,61256,0,0,70216
105581,"F","東区",14564,34845,63866,86757,8680,3105,0,211817
105584,"M","西区",54346,11315,11020,47040,190844,11210,0,325775
105587,"F","西区",29802,68095,46833,19502,0,5690,25116,195038
105590,"F","西区",0,2730,0,19398,1520,11752,19137,54537
105592,"F","西区",1800,0,29406,29446,9280,7196,10773,87901
105594,"M","西区",4050,0,9980,36580,4500,2052,0,57162
105596,"M","西区",39867,15547,4530,111678,114237,30680,64486,381025
105598,"F","西区",113570,58231,16151,391060,17778,202184,119010,917984
105600,"M","西区",0,19336,1560,13895,73147,0,28350,136288
105610,"M","北区",3185,1900,0,17606,1192,14997,4255,43135
105611,"M","西区",20198,38889,86243,97229,33359,67177,37608,380703
105612,,"北区",0,0,55639,0,11565,33016,1197,101417
105615,"M","西区",0,0,10493,43614,0,4019,14485,72611
105620,"M","東区",0,0,16599,11372,0,27673,5225,60869
105621,"F","北区",2585,14300,24090,13220,4020,19900,38400,116515
105622,"F","東区",33480,10160,39240,19880,0,0,35850,138610
105624,"F","北区",10500,43208,1697,119671,16584,39360,4770,235790
105625,"M","西区",6707,85462,43737,82509,68163,62500,68626,417704
105627,"M","北区",0,42880,0,40392,53497,28670,23954,189393
105628,"F","東区",5780,2880,21160,4500,9000,0,9280,52600
105629,"F","東区",61728,96812,14975,48795,28993,23330,59385,334018
105633,"F","東区",1437,41510,0,8741,3980,6610,13733,76011
105639,"F","北区",28245,0,0,6593,0,0,158939,193777
105640,"F","東区",0,112339,27733,66419,23218,40813,0,270522
105641,"M","北区",16738,141456,17154,63853,7357,57606,14739,318903
105642,"M","西区",216417,0,21705,40093,142665,7370,0,428250
105644,"F","北区",6300,0,7596,23630,24804,0,6920,69250
105648,"F","西区",0,21455,0,8985,14462,1280,1692,47874
105650,"M","東区",155325,41491,62178,95749,13028,76849,1028,445648
105656,"M","東区",12402,0,0,28230,29940,1850,4348,76770
105658,"F","東区",2592,17291,29192,179086,123554,72486,39593,463794
105661,"M","北区",0,25554,0,32000,0,181285,0,238839
105663,"M","北区",7750,4000,0,3290,22252,0,29750,67042
105665,"F","西区",0,17014,6171,17970,82980,2972,5620,132727
105666,"F","東区",0,0,29317,0,16684,3540,0,49541
105667,"F","北区",29601,24006,680877,292526,640338,203534,48638,1919520
105668,"M","北区",0,0,23821,26460,76140,4980,100580,231981
105669,"F","東区",0,0,0,8472,66784,0,0,75256
105671,"F","西区",19386,38836,19620,23691,27763,11576,1456,142328
105674,"M","東区",0,34800,0,3280,0,10300,0,48380
105676,"M","西区",9750,22435,6054,16127,16670,10055,10920,92011
105677,"F","北区",0,5366,19800,1350,6322,15736,0,48574
105679,"F","西区",0,10806,30716,4400,4720,2180,0,52822
105682,"F","西区",0,0,23034,1050,38116,0,0,62200
105684,"F","東区",10206,12470,10182,23580,25040,24577,10192,116247
105687,"F","西区",0,8616,0,8690,1590,18008,27006,63910
105688,"F","北区",43735,40378,61210,116085,25900,12710,51055,351073
105689,"F","西区",0,0,0,0,19600,0,0,19600
105691,"F","北区",3875,16406,7448,19429,24092,12526,0,83776
105699,"F","東区",0,15220,1885,15000,23550,1520,0,57175
105700,"M","東区",0,0,2634,1630,3990,43184,7097,58535
105703,"F","北区",0,0,0,1300,78500,0,0,79800
105704,"F","東区",0,24872,4991,25802,33791,101801,105053,296310
105706,"F","北区",0,26448,1360,4152,11910,0,1445,45315
105707,"M","東区",0,0,0,1440,130980,1834,7980,142234
105708,"M","東区",19144,51257,23361,110024,22805,126473,32007,385071
105709,"F","北区",4074,4910,0,9462,0,0,0,18446
105710,"M","東区",0,0,25075,57630,3430,27200,0,113335
105716,"M","北区",0,4490,0,23546,2480,7648,38966,77130
105718,"M","西区",0,0,0,21900,11897,16066,19854,69717
105719,"F","西区",18400,0,19021,22120,0,0,8840,68381
105725,"M","北区",3658,145790,21967,112839,277527,68126,103460,733367
105727,"F","東区",0,0,4400,28453,0,13133,0,45986
105729,"M","東区",0,29136,5400,40135,0,12106,30270,117047
105730,"M","西区",0,21500,19440,67543,28156,3450,11600,151689
105734,"M","西区",0,7790,0,0,27750,0,0,35540
105735,"M","北区",1960,0,0,73619,0,0,0,75579
105737,"M","北区",8160,18960,0,10821,8680,0,0,46621
105739,"M","西区",4218,3575,11750,30269,56819,14720,2730,124081
105740,"M","西区",0,51036,109119,55680,7517,31276,381877,636505
105741,"M","東区",0,27960,0,6400,80620,11110,18438,144528
105742,"M","北区",7500,35233,49070,27060,120878,3200,87234,330175
105743,"M","西区",0,0,0,0,31280,0,30000,61280
105744,"F","東区",0,73443,7230,53510,56748,25648,13072,229651
105745,"F","東区",0,272769,74370,248382,69834,4652,45901,715908
105746,"M","西区",0,0,1791,19176,0,12589,0,33556
105747,"M","西区",30966,109814,58085,124480,124213,22149,46640,516347
105748,"M","北区",23490,3664,8965,154140,41227,16190,41063,288739
105749,"F","北区",0,26235,12600,13510,13086,9600,0,75031
105750,"M","北区",0,2800,0,20140,0,0,0,22940
105753,"M","北区",0,15343,4500,5960,45486,16740,0,88029
105755,"M","東区",30730,100074,70820,124942,93592,59471,38624,518253
105759,"M","西区",0,123720,0,232400,175104,6830,1620,539674
105760,"M","東区",0,9479,0,18618,5854,0,3263,37214
105762,"F","東区",0,67610,37685,47596,27826,9441,68718,258876
105763,"F","西区",0,0,121419,57139,0,0,21850,200408
105764,"F","西区",3680,0,13152,0,7520,3564,0,27916
105768,"F","西区",0,46668,8700,27357,65520,12470,40398,201113
105770,"F","東区",5532,0,4500,13728,30720,6200,1450,62130
105771,"F","西区",0,0,0,18855,0,0,0,18855
105773,"F","北区",5275,,0,7820,22040,19616,1035,55786
105778,"M","西区",10312,93549,27254,172617,51257,2200,100971,458160
105780,"F","西区",225408,315755,110074,138647,167595,110538,17542,1085559
105781,"M","西区",0,0,13500,1500,17460,0,0,32460
105785,"M","東区",0,33977,42528,27988,99003,14728,4450,222674
105786,"M","東区",18308,41007,0,50941,18720,4280,0,133256
105789,"F","東区",0,0,18226,7595,1780,0,3000,30601
105790,"F","東区",8464,0,1885,89046,23764,15600,12376,151135
105792,"M","東区",19095,37903,6983,32763,14910,10160,13635,135449
105796,"F","西区",0,30418,14104,41783,19124,59667,1302,166398
105798,"F","西区",159736,4266,0,0,15010,55224,0,234236
105799,"F","東区",0,13682,6110,12120,2976,2689,0,37577
105805,"M","西区",0,0,0,0,238480,0,0,238480
105806,"M","西区",5917,2768,20870,4354,3002,4030,0,40941
105807,"F","西区",0,96811,4864,20505,1980,0,0,124160
105809,"F","西区",67656,162184,57355,109147,69679,60741,10770,537532
105810,"M","西区",0,15850,2540,33345,19700,0,0,71435
105812,"F","東区",0,8300,0,12490,52860,4900,0,78550
105813,"M","東区",3402,0,51970,19845,1862,16518,31086,124683
105814,"F","北区",0,2375,0,13200,3880,11525,8216,39196
105816,"M","西区",3920,12198,0,1170,17819,0,53963,89070
105817,"M","西区",0,3870,0,80802,13080,0,6960,104712
105819,"M","東区",1960,4691,16606,11477,6604,29000,1028,71366
105820,"M","北区",10866,341119,9557,39976,4992,30110,7851,444471
105824,"F","西区",4635,0,96052,0,1630,0,13672,115989
105829,"F","東区",21875,46054,0,10977,5950,0,0,84856
105831,"M","北区",0,0,0,13676,0,13042,0,26718
105838,"M","東区",29372,57230,83700,159990,54650,19802,68019,472763
105839,"F","北区",0,0,16410,37137,10880,2281,13897,80605
105840,"M","北区",0,9399,62420,22940,0,0,0,94759
105841,"M","北区",1188,17643,2165,22822,3343,24511,24225,95897
105842,"F","東区",0,41215,0,14800,16970,0,0,72985
105847,"M","北区",0,1380,2850,32382,3212,18823,0,58647
105849,"M","西区",0,0,0,6750,111836,39000,0,157586
105851,"M","西区",6640,2852,0,3031,9593,6095,17435,45646
105852,"F","北区",6105,14669,12634,16355,31621,16824,7383,105591
105853,"F","東区",0,0,10242,38040,15621,0,0,63903
105854,"M","北区",0,16250,15555,45035,28520,0,3200,108560
105856,"F","西区",1970,91974,0,31540,3725,2490,11054,142753
105859,"M","東区",0,0,55093,10675,0,21778,33021,120567
105860,"M","西区",4480,5160,65070,2800,0,9700,0,87210
105861,"M","東区",0,0,15770,2210,0,0,0,17980
105862,"F","東区",0,,3732,12980,17930,0,0,34642
105863,"F","西区",13381,33077,63077,120182,161734,35061,66559,493071
105865,"F","西区",0,0,0,17701,24112,3200,4400,49413
105868,"M","西区",5460,26454,35708,103932,99354,70593,116690,458191
105870,"F","北区",0,16136,47844,22883,5880,55376,3571,151690
105872,"F","北区",0,7645,0,0,0,53155,1700,62500
105873,"M","東区",0,0,4650,25322,0,0,26105,56077
105875,"M","東区",4312,4029,73365,5586,6299,0,5218,98809
105876,"M","北区",3715,9600,40064,28540,11321,13533,0,106773
105882,"F","東区",27720,73106,16960,88881,3960,9210,0,219837
105884,"M","西区",25186,40360,1035,26098,51654,0,54430,198763
105886,"F","西区",0,0,0,33784,5360,11460,0,50604
105887,"F","東区",19434,24882,1650,19068,10530,0,0,75564
105888,"M","西区",0,0,6832,1350,4823,1780,16093,30878
105889,"M","西区",0,21763,9200,0,0,0,0,30963
105890,"M","西区",4504,23161,57050,9815,23188,16500,6451,140669
105891,"F","西区",0,7760,0,28000,6428,0,0,42188
105892,"F","西区",0,3580,3700,43703,1212,14292,2286,68773
105893,"M","西区",24918,24905,8120,42448,25197,99175,5095,229858
105896,"F","東区",1960,9351,28694,3023,30514,0,13042,86584
105897,"F","北区",0,3250,5480,5700,0,33100,0,47530
105898,"F","東区",0,25514,0,0,5600,0,5172,36286
105899,"F","北区",4414,4665,0,38393,20303,2033,2861,72669
105907,"M","北区",5222,21285,24300,12111,8835,0,2257,74010
105909,"F","西区",2884,8314,0,29654,16310,22497,2116,81775
105910,"F","東区",8430,64488,23629,25411,48250,4730,12951,187889
105911,"M","西区",0,2960,50039,33332,0,0,53950,140281
105913,"F","西区",0,2980,4400,9662,4400,21360,0,42802
105915,"F","東区",50591,117229,0,57730,93370,82690,79634,481244
105916,"M","北区",0,61602,24616,41366,51220,44495,12966,236265
105920,"F","北区",0,1400,26440,34588,0,0,11124,73552
105925,"F","北区",0,1056,14415,6042,0,0,2150,23663
105931,"M","北区",0,0,10245,33371,15820,11250,2550,73236
105933,"M","東区",0,2923,0,0,9321,0,2367,14611
105935,"F","西区",9084,71332,13293,324791,12598,16390,0,447488
105938,"F","北区",40850,68900,40320,174311,33302,21370,10124,389177
105939,"M","西区",1076,8778,74049,161328,6240,0,8008,259479
105940,"M","東区",0,18338,0,5058,9104,0,0,32500
105941,"M","東区",33260,1096,4950,14610,34390,39180,61942,189428
105942,"F","東区",0,2500,35360,15740,0,7400,12220,73220
105944,"M","北区",66720,21369,22500,0,74926,0,0,185515
105945,"F","東区",4188,3183,24295,0,1100,3960,18892,55618
105946,"M","北区",0,14010,34200,35340,91845,36190,0,211585
105948,"F","西区",0,15251,8390,53074,25259,51965,79249,233188
105950,"M","北区",0,10846,32105,39587,1800,11416,10242,105996
105951,"F","北区",7683,19873,3937,7920,36222,8775,5462,89872
105952,"F","北区",4748,6295,3310,14016,0,9115,6721,44205
105953,"M","東区",4480,0,1791,0,3180,2524,14885,26860
105959,"M","北区",0,7741,0,0,4140,2400,1470,15751
105960,"F","北区",0,3430,48616,0,11740,8310,0,72096
105962,"F","北区",3728,44699,13510,37958,29800,5850,14154,149699
105964,"M","西区",0,3454,27123,36441,168496,8144,28066,271724
105965,"F","東区",23408,7200,5000,4430,7192,0,4320,51550
105966,"M","北区",12308,0,3800,23161,0,1190,0,40459
105967,"F","北区",0,0,57800,6980,118619,0,121144,304543
105970,"M","東区",0,13621,12602,130994,53489,132122,13527,356355
105972,"F","西区",75558,0,0,2964,20730,35780,0,135032
105974,"F","北区",0,40225,12930,89600,42289,54602,3920,243566
105978,"F","東区",0,1325,103837,32130,10894,23851,60752,232789
